region,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,pred,price,id
east idaho,2010,ford,excellent,8 cylinders,diesel,272618,clean,other,4wd,full-size,truck,black,id,18948.467430649092,2861.0,1965
modesto,2002,ford,fair,8 cylinders,diesel,181265,clean,automatic,rwd,full-size,truck,black,ca,11569.268354097148,3832.0,2009
inland empire,2007,ford,like new,8 cylinders,diesel,173481,clean,automatic,4wd,full-size,pickup,grey,-1,17189.13081852882,23831.0,2024
des moines,2016,honda,good,4 cylinders,diesel,17056,clean,automatic,fwd,compact,sedan,black,ia,16762.65036130487,22421.0,2051
baltimore,2007,ford,excellent,4 cylinders,-1,41025,clean,automatic,fwd,full-size,coupe,black,md,13855.814540467924,3866.0,2066
reno / tahoe,2011,bmw,excellent,8 cylinders,gas,191971,clean,automatic,fwd,full-size,sedan,black,-1,8818.98517523869,4833.0,2072
green bay,2009,ford,fair,4 cylinders,gas,93825,clean,manual,fwd,compact,pickup,blue,wi,7776.104152617743,3410.0,2080
flint,1990,chevrolet,excellent,8 cylinders,diesel,218343,clean,automatic,4wd,full-size,truck,blue,mi,17810.220548404148,6211.0,2091
erie,2011,ford,excellent,4 cylinders,gas,102691,clean,manual,fwd,full-size,sedan,black,pa,10127.132011448732,12936.0,2113
watertown,2012,ford,like new,6 cylinders,gas,96471,clean,automatic,4wd,full-size,SUV,black,ny,17325.187868680572,6773.0,2115
boston,2001,ford,like new,8 cylinders,diesel,86383,clean,manual,4wd,full-size,truck,black,ma,23134.161360328784,7129.0,2149
spokane / coeur d'alene,1985,ram,excellent,6 cylinders,gas,154531,clean,manual,4wd,full-size,truck,blue,id,17716.79030459351,7256.0,2161
reno / tahoe,2014,lincoln,excellent,6 cylinders,gas,117646,rebuilt,automatic,fwd,mid-size,sedan,black,ca,10003.988823065301,6197.0,2164
fayetteville,2020,ford,excellent,4 cylinders,gas,24705,clean,other,4wd,mid-size,hatchback,white,nc,27226.467632641783,17886.0,2169
central NJ,2013,fiat,excellent,4 cylinders,gas,95710,clean,automatic,fwd,mid-size,sedan,black,nj,8345.293424164644,8108.0,2172
"kansas city, MO",2018,mitsubishi,like new,4 cylinders,-1,8273,salvage,automatic,fwd,full-size,sedan,white,mo,20502.041956802597,20136.0,2187
central NJ,2014,ford,excellent,6 cylinders,gas,68213,rebuilt,manual,rwd,mid-size,SUV,white,nj,22522.705025350442,17914.0,2197
north jersey,1995,toyota,like new,4 cylinders,-1,95210,clean,automatic,fwd,full-size,sedan,black,nj,8230.603577768197,5851.0,2200
mankato,2013,ford,fair,8 cylinders,gas,109287,clean,automatic,rwd,full-size,other,white,mn,12118.43801183044,6231.0,2204
yakima,2017,ford,excellent,8 cylinders,diesel,27829,clean,automatic,4wd,full-size,truck,black,wa,42074.745847617975,67475.0,2216
denver,2008,pontiac,excellent,4 cylinders,gas,65641,clean,automatic,fwd,mid-size,hatchback,silver,-1,9026.245270125335,4484.0,2221
boston,2012,toyota,excellent,4 cylinders,gas,82462,clean,manual,fwd,full-size,sedan,grey,ma,9243.47386037535,6903.0,2236
st cloud,1990,ford,excellent,8 cylinders,gas,92653,clean,automatic,4wd,full-size,coupe,black,mn,13695.945672061061,6739.0,2247
richmond,2008,toyota,good,4 cylinders,gas,223297,clean,manual,fwd,mid-size,SUV,red,va,4078.826718846103,4451.0,2250
tyler / east TX,2012,jeep,excellent,6 cylinders,gas,79298,-1,manual,4wd,mid-size,-1,brown,-1,15341.218972926727,32787.0,2251
las vegas,2011,bmw,good,6 cylinders,gas,138458,clean,automatic,fwd,full-size,sedan,black,-1,8397.582193309208,8022.0,2254
upper peninsula,2013,nissan,like new,6 cylinders,gas,228364,clean,automatic,fwd,full-size,sedan,blue,mi,7468.373515428742,7291.0,2271
louisville,2004,bmw,good,6 cylinders,gas,-1,clean,automatic,fwd,mid-size,coupe,black,ky,6290.419112853473,4845.0,2284
las vegas,2015,audi,excellent,4 cylinders,gas,109500,rebuilt,manual,fwd,compact,coupe,black,nv,12332.655651699519,7295.0,2286
central NJ,1987,chevrolet,good,6 cylinders,gas,108965,clean,automatic,fwd,full-size,coupe,black,nj,6962.117708479753,7678.0,2306
central NJ,1985,chevrolet,good,6 cylinders,gas,100407,clean,automatic,fwd,full-size,SUV,black,nj,7907.684705605498,7398.0,2313
los angeles,2003,honda,fair,6 cylinders,gas,178610,clean,automatic,fwd,compact,SUV,blue,ca,4309.257615880808,2314.0,2323
new york city,2013,ford,good,6 cylinders,gas,186060,clean,automatic,4wd,full-size,SUV,black,ny,11298.024455852574,8970.0,2342
ventura county,2000,toyota,good,6 cylinders,gas,111227,clean,manual,fwd,compact,SUV,silver,ca,5309.940015254309,3047.0,2343
madison,2007,toyota,excellent,6 cylinders,gas,128881,clean,automatic,4wd,full-size,truck,green,wi,10975.110574446386,6328.0,2347
philadelphia,2001,ford,fair,8 cylinders,gas,119796,clean,manual,rwd,compact,sedan,red,pa,5914.841198147973,3435.0,2363
st cloud,2013,ford,good,8 cylinders,diesel,224894,clean,automatic,4wd,full-size,truck,black,mn,16433.2397582063,8834.0,2375
toledo,2012,ford,good,6 cylinders,gas,139565,clean,automatic,fwd,mid-size,coupe,silver,oh,8545.298293718835,11733.0,2410
los angeles,2011,rover,excellent,other,gas,90674,clean,other,4wd,mid-size,SUV,black,ca,17891.960095487302,20375.0,2411
albany,2004,ford,good,8 cylinders,gas,22689,clean,manual,rwd,full-size,coupe,white,ny,18052.368073560065,14058.0,2426
ft myers / SW florida,2013,kia,excellent,4 cylinders,gas,125407,clean,automatic,fwd,mid-size,sedan,black,fl,8891.947265708586,9865.0,2440
roanoke,2015,kia,like new,4 cylinders,gas,102083,rebuilt,automatic,fwd,compact,sedan,black,va,10131.455046383431,6576.0,2442
el paso,2002,ram,excellent,8 cylinders,gas,185798,clean,automatic,4wd,full-size,truck,black,tx,17271.61667795456,2763.0,2454
upper peninsula,1994,ford,good,8 cylinders,gas,160647,clean,manual,fwd,full-size,truck,green,-1,6259.878202283522,1528.0,2458
mobile,2005,chevrolet,good,6 cylinders,gas,89989,rebuilt,automatic,fwd,full-size,SUV,black,al,8710.985593085876,9465.0,2474
rockford,2004,ford,excellent,6 cylinders,gas,127498,clean,automatic,fwd,mid-size,pickup,silver,il,10203.234816843411,4096.0,2478
worcester / central MA,2012,ford,excellent,8 cylinders,diesel,163748,clean,automatic,4wd,full-size,pickup,white,ma,22134.347222132375,17090.0,2484
tuscaloosa,1984,buick,good,6 cylinders,gas,138058,clean,automatic,rwd,full-size,sedan,white,al,8496.523742342135,9540.0,2493
cedar rapids,1994,ford,good,8 cylinders,diesel,150721,clean,automatic,4wd,full-size,pickup,black,ia,16925.43289828091,17412.0,2508
asheville,2013,ford,excellent,6 cylinders,-1,117037,clean,automatic,rwd,full-size,sedan,green,nc,12922.962705010315,19813.0,2511
ventura county,2017,toyota,excellent,4 cylinders,gas,189250,clean,automatic,fwd,compact,SUV,silver,ca,9526.258378043538,8720.0,2525
dallas / fort worth,2015,mazda,good,4 cylinders,gas,225196,clean,automatic,fwd,mid-size,sedan,grey,tx,5631.536232897779,3180.0,2559
richmond,2005,ford,excellent,6 cylinders,diesel,327371,clean,manual,4wd,full-size,pickup,green,-1,11776.217031685403,22801.0,2583
grand rapids,2015,ford,excellent,4 cylinders,gas,94994,clean,automatic,4wd,mid-size,pickup,black,mi,23930.814097735798,20381.0,2597
eastern montana,2012,acura,fair,8 cylinders,-1,287533,clean,manual,4wd,full-size,SUV,black,mt,5723.531161479419,6581.0,2599
philadelphia,1990,ram,excellent,8 cylinders,gas,110483,clean,automatic,4wd,full-size,pickup,green,pa,15128.74358725152,8979.0,2636
columbus,2010,kia,excellent,4 cylinders,gas,71742,clean,automatic,fwd,mid-size,SUV,white,oh,13629.823986284202,7850.0,2681
minneapolis / st paul,2014,bmw,excellent,6 cylinders,gas,8910,clean,manual,rwd,mid-size,coupe,blue,mn,24844.230697951978,23286.0,2682
dallas / fort worth,2008,bmw,excellent,6 cylinders,gas,118559,clean,automatic,fwd,full-size,SUV,custom,tx,9076.706219801446,9465.0,2689
fort wayne,2014,pontiac,excellent,4 cylinders,gas,46930,clean,automatic,fwd,full-size,sedan,silver,in,12164.338814787334,5583.0,2696
boise,2012,ram,excellent,6 cylinders,diesel,156023,clean,automatic,4wd,full-size,pickup,black,id,26151.798769099405,25285.0,2711
boulder,2014,volkswagen,good,4 cylinders,gas,144815,clean,manual,fwd,compact,sedan,black,-1,5617.132807152113,5047.0,2732
tucson,2015,volkswagen,excellent,4 cylinders,gas,99534,clean,automatic,fwd,compact,sedan,silver,az,7883.192226780346,17784.0,2737
oregon coast,2008,toyota,excellent,4 cylinders,gas,231116,parts only,automatic,fwd,compact,hatchback,silver,or,4558.5138819532,4098.0,2738
stockton,2011,bmw,excellent,8 cylinders,gas,79424,clean,automatic,4wd,full-size,SUV,black,ca,17238.31164155691,27117.0,2740
austin,2018,audi,excellent,6 cylinders,gas,6330,rebuilt,automatic,fwd,mid-size,sedan,black,tx,22181.510245835176,14227.0,2745
central NJ,2005,bmw,excellent,6 cylinders,gas,177437,clean,automatic,fwd,full-size,SUV,black,nj,7837.96545291855,3901.0,2746
el paso,2014,bmw,excellent,4 cylinders,gas,49241,clean,automatic,rwd,mid-size,sedan,black,-1,19923.24727965123,12862.0,2758
new orleans,1969,dodge,good,8 cylinders,gas,68040,clean,automatic,rwd,full-size,coupe,green,la,12641.705844320124,21415.0,2781
rhode island,1963,pontiac,fair,8 cylinders,gas,82187,clean,manual,rwd,full-size,other,orange,ri,10079.995391085511,4725.0,2799
vermont,2013,mitsubishi,excellent,6 cylinders,gas,188057,salvage,automatic,fwd,full-size,SUV,red,vt,9806.614181244513,6641.0,2803
albuquerque,2012,buick,excellent,4 cylinders,gas,117802,clean,automatic,fwd,mid-size,sedan,green,-1,7506.89550242736,16715.0,2811
central NJ,2013,buick,excellent,6 cylinders,gas,47955,clean,automatic,fwd,full-size,van,white,nj,17392.880332536763,10416.0,2813
syracuse,2007,chevrolet,excellent,4 cylinders,gas,115372,clean,automatic,fwd,compact,SUV,grey,-1,8261.50310036703,8235.0,2829
reno / tahoe,2014,chrysler,good,6 cylinders,gas,149998,clean,automatic,fwd,full-size,SUV,silver,ca,7756.714708098909,3826.0,2875
wyoming,2003,mazda,good,4 cylinders,gas,133478,rebuilt,automatic,fwd,mid-size,sedan,black,wy,5076.373655868461,3294.0,2878
baltimore,2008,ford,excellent,4 cylinders,gas,164736,clean,automatic,fwd,mid-size,sedan,blue,md,7009.447540217778,4592.0,2887
richmond,2011,bmw,excellent,8 cylinders,gas,107464,clean,automatic,rwd,full-size,coupe,black,va,14286.272239623358,11738.0,2893
central NJ,2013,ford,excellent,6 cylinders,-1,144874,-1,automatic,4wd,full-size,-1,silver,nj,15470.845956898993,23133.0,2920
muskegon,2002,ford,excellent,6 cylinders,gas,115539,clean,automatic,fwd,mid-size,coupe,green,mi,7773.172745877644,7415.0,2951
western massachusetts,2012,jeep,excellent,6 cylinders,gas,121092,clean,manual,4wd,full-size,truck,silver,ma,17580.514044098323,27272.0,2960
rochester,2000,ford,excellent,6 cylinders,gas,160137,clean,manual,rwd,mid-size,SUV,white,ny,12763.541257822653,22382.0,2965
long island,2014,chevrolet,excellent,6 cylinders,gas,49743,clean,automatic,rwd,full-size,SUV,black,ny,23034.191417775815,25935.0,2971
amarillo,2009,ford,good,8 cylinders,gas,163333,clean,manual,fwd,full-size,van,white,tx,8038.44792048051,8854.0,2979
knoxville,2015,ford,like new,4 cylinders,gas,204267,salvage,automatic,fwd,mid-size,sedan,black,tn,10544.407457226655,4491.0,2986
detroit metro,2003,bmw,excellent,6 cylinders,gas,24235,clean,manual,fwd,mid-size,SUV,red,mi,14520.027455396717,8939.0,3005
oklahoma city,2014,volkswagen,good,4 cylinders,gas,142699,clean,manual,fwd,mid-size,coupe,blue,ok,7097.5448476613965,9558.0,3019
louisville,2006,lexus,excellent,6 cylinders,gas,106590,clean,automatic,rwd,mid-size,SUV,grey,ky,11039.442495455733,4262.0,3034
central NJ,2013,bmw,excellent,4 cylinders,gas,113677,clean,automatic,fwd,mid-size,sedan,black,nj,10175.343393349787,12738.0,3036
fort wayne,2009,nissan,good,6 cylinders,gas,188350,rebuilt,automatic,fwd,full-size,SUV,silver,in,5894.733031535288,2822.0,3052
grand island,2014,ford,excellent,6 cylinders,gas,149973,clean,automatic,fwd,compact,sedan,white,ne,10108.109922544798,14164.0,3057
albany,1992,chevrolet,like new,8 cylinders,gas,89078,rebuilt,automatic,4wd,mid-size,SUV,green,ny,13945.800451468443,8853.0,3060
albany,2014,ford,like new,8 cylinders,diesel,24194,clean,automatic,4wd,full-size,pickup,black,ny,36601.024749373784,55102.0,3070
chicago,2004,ford,excellent,6 cylinders,gas,211032,missing,automatic,4wd,full-size,coupe,black,-1,8514.487009741133,11479.0,3087
rhode island,2007,ford,excellent,6 cylinders,gas,111057,clean,automatic,4wd,full-size,SUV,blue,ri,12960.990482691443,26473.0,3091
bakersfield,2007,bmw,excellent,6 cylinders,gas,24435,clean,automatic,rwd,full-size,SUV,red,ca,19235.89722012705,22404.0,3098
charlotte,1998,toyota,like new,4 cylinders,gas,87961,clean,manual,fwd,mid-size,sedan,silver,nc,7462.317825978389,2427.0,3101
wilmington,2010,ford,excellent,4 cylinders,gas,144041,clean,automatic,fwd,full-size,SUV,black,de,10890.089279079577,14349.0,3102
milwaukee,1972,dodge,new,4 cylinders,gas,31698,clean,automatic,rwd,mid-size,sedan,black,wi,17202.81561571895,7821.0,3114
south florida,2013,toyota,excellent,6 cylinders,gas,184293,clean,automatic,fwd,mid-size,sedan,grey,fl,7164.462934339186,7957.0,3117
salem,2006,volkswagen,excellent,4 cylinders,gas,94787,clean,automatic,fwd,mid-size,sedan,grey,or,6864.6460829430725,6581.0,3150
raleigh / durham / CH,2014,ram,like new,6 cylinders,diesel,9447,clean,automatic,4wd,full-size,truck,white,nc,39442.547396128764,17821.0,3162
central NJ,1963,chevrolet,good,8 cylinders,gas,76250,clean,automatic,rwd,full-size,van,black,nj,17650.2813627196,6524.0,3165
los angeles,2017,chevrolet,excellent,4 cylinders,gas,16125,rebuilt,automatic,4wd,full-size,SUV,black,-1,30805.603004118195,32037.0,3167
utica-rome-oneida,2010,ford,fair,8 cylinders,gas,245431,clean,automatic,rwd,full-size,truck,blue,ny,7970.171625325223,12134.0,3171
milwaukee,2011,acura,excellent,6 cylinders,gas,105804,clean,automatic,fwd,mid-size,sedan,red,wi,7521.346188535681,6963.0,3178
battle creek,2011,volkswagen,fair,6 cylinders,gas,230199,clean,manual,fwd,full-size,sedan,green,mi,3313.604674363276,5944.0,3182
milwaukee,1998,toyota,good,6 cylinders,gas,154339,clean,other,fwd,compact,coupe,blue,wi,4664.573156954488,3541.0,3192
toledo,2015,kia,excellent,4 cylinders,gas,105914,rebuilt,automatic,fwd,mid-size,sedan,black,oh,10689.223363851896,19720.0,3204
phoenix,2003,bmw,excellent,6 cylinders,gas,144891,clean,automatic,fwd,full-size,coupe,silver,az,7900.635120654246,16494.0,3225
long island,2010,chevrolet,good,4 cylinders,gas,235716,clean,automatic,fwd,compact,sedan,blue,ny,5184.450135813793,4759.0,3239
sheboygan,2014,honda,fair,4 cylinders,gas,135689,clean,manual,fwd,compact,hatchback,red,wi,5648.122421251377,9629.0,3259
grand rapids,1975,ford,like new,6 cylinders,diesel,93203,missing,manual,rwd,full-size,pickup,black,mi,25319.99243115238,19026.0,3265
bozeman,2015,toyota,good,4 cylinders,gas,59437,clean,other,fwd,mid-size,SUV,silver,mt,13247.597281388706,25205.0,3273
norfolk / hampton roads,2002,ford,good,8 cylinders,diesel,88542,clean,manual,rwd,full-size,truck,white,va,18834.24276991724,5234.0,3282
nashville,2013,ford,excellent,8 cylinders,gas,198248,rebuilt,automatic,fwd,full-size,van,black,tn,11422.423839868745,5714.0,3318
modesto,2011,ford,like new,8 cylinders,diesel,105259,rebuilt,automatic,4wd,full-size,pickup,red,-1,22246.085742348572,36156.0,3322
des moines,2008,ford,good,8 cylinders,gas,145456,clean,automatic,fwd,full-size,sedan,grey,ia,6233.133825847646,2384.0,3324
redding,1989,buick,like new,4 cylinders,gas,141980,clean,manual,fwd,mid-size,sedan,brown,ca,5674.327072674176,6755.0,3334
oklahoma city,2021,honda,excellent,4 cylinders,gas,91626,clean,automatic,fwd,compact,sedan,blue,ok,11261.753673519706,3801.0,3345
western slope,2016,chevrolet,excellent,8 cylinders,gas,49727,clean,manual,rwd,full-size,truck,red,co,29184.103422311833,21900.0,3349
tampa bay area,2015,toyota,excellent,4 cylinders,gas,157145,clean,automatic,fwd,mid-size,sedan,silver,fl,8146.717330628773,3021.0,3356
binghamton,2014,kia,excellent,6 cylinders,gas,126864,clean,automatic,fwd,mid-size,sedan,black,ny,9657.76274921908,13126.0,3361
louisville,2004,chevrolet,fair,8 cylinders,gas,111941,parts only,automatic,4wd,full-size,pickup,blue,ky,8977.52164180926,11121.0,3365
st george,1996,honda,good,4 cylinders,gas,90765,lien,manual,fwd,compact,coupe,blue,ut,7060.6811124065425,16856.0,3376
north jersey,2014,toyota,excellent,4 cylinders,gas,86524,clean,automatic,fwd,mid-size,sedan,black,nj,10072.680086038774,10375.0,3380
lexington,1987,ford,excellent,6 cylinders,gas,151534,clean,automatic,fwd,full-size,sedan,silver,ky,6967.17514937534,2659.0,3384
los angeles,2014,bmw,excellent,6 cylinders,gas,81331,clean,automatic,rwd,mid-size,sedan,black,ca,17155.50229436881,19186.0,3387
oklahoma city,2000,mitsubishi,like new,4 cylinders,gas,208708,clean,automatic,fwd,mid-size,sedan,blue,ok,6805.992780158063,18859.0,3410
orlando,2014,ford,excellent,4 cylinders,gas,95955,clean,automatic,fwd,mid-size,sedan,white,fl,12334.773749237647,16863.0,3420
rhode island,1993,ram,excellent,6 cylinders,gas,51341,clean,automatic,4wd,full-size,pickup,blue,ri,23192.395149683347,28904.0,3433
richmond,2006,ram,excellent,8 cylinders,gas,158660,clean,manual,4wd,full-size,SUV,black,va,13662.336729869014,19207.0,3443
boise,2012,ford,excellent,4 cylinders,gas,229969,clean,automatic,4wd,mid-size,SUV,blue,id,12867.48340924806,9154.0,3461
rhode island,2012,ford,excellent,6 cylinders,gas,61395,clean,automatic,rwd,full-size,truck,green,ri,19422.686109833186,12012.0,3465
bakersfield,2011,mercedes-benz,excellent,8 cylinders,gas,125404,clean,automatic,fwd,full-size,sedan,blue,ca,9994.921539770206,2083.0,3475
rhode island,2015,bmw,excellent,6 cylinders,gas,103777,clean,automatic,fwd,mid-size,sedan,blue,ri,12275.813681294909,5467.0,3497
dubuque,1985,ford,good,8 cylinders,gas,157549,rebuilt,automatic,rwd,full-size,truck,black,-1,12115.133440859383,13474.0,3509
los angeles,2013,bmw,excellent,6 cylinders,gas,37982,rebuilt,manual,rwd,mid-size,convertible,blue,ca,24434.67595843016,18482.0,3533
el paso,2019,bmw,like new,6 cylinders,-1,10289,rebuilt,automatic,4wd,mid-size,SUV,black,tx,32340.850382892182,22613.0,3534
cape cod / islands,2011,bmw,excellent,6 cylinders,gas,81904,clean,automatic,rwd,mid-size,sedan,silver,ma,14624.055088318652,1942.0,3535
flagstaff / sedona,1985,chevrolet,fair,8 cylinders,gas,166266,clean,automatic,rwd,full-size,truck,black,-1,7934.178091699025,10081.0,3547
central NJ,1998,ram,good,8 cylinders,diesel,180704,clean,automatic,rwd,full-size,truck,red,nj,15223.9951520951,5550.0,3548
colorado springs,2008,chevrolet,good,6 cylinders,gas,261611,clean,manual,rwd,full-size,wagon,white,co,7407.430365154287,10276.0,3552
south jersey,2012,bmw,excellent,6 cylinders,gas,165507,clean,automatic,fwd,full-size,SUV,red,-1,9593.262912118575,3407.0,3555
central NJ,2013,nissan,excellent,6 cylinders,gas,97258,clean,manual,fwd,mid-size,sedan,silver,nj,8725.116501187673,7691.0,3562
los angeles,2015,mitsubishi,like new,4 cylinders,gas,70860,clean,manual,fwd,full-size,hatchback,white,-1,15388.756644077366,18295.0,3566
detroit metro,1995,ford,fair,4 cylinders,gas,99182,clean,manual,fwd,mid-size,other,green,mi,5469.388342594495,4443.0,3569
"washington, DC",2013,ram,good,6 cylinders,diesel,107231,salvage,automatic,4wd,full-size,truck,black,dc,23480.58383447281,62399.0,3583
rockford,2012,chevrolet,good,4 cylinders,diesel,66099,clean,automatic,fwd,mid-size,truck,white,il,17934.842898018425,14038.0,3586
